,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.0,0.001,0.35233333333333333,0.0
2024-01-01 00:15:00,0.0,0.001,1.0120666666666667,0.0
2024-01-01 00:30:00,0.0,0.001,0.4453333333333333,0.0
2024-01-01 00:45:00,0.0,0.001,0.43366666666666664,0.0
2024-01-01 01:00:00,0.0,0.001,0.13666666666666666,0.0
2024-01-01 01:15:00,0.0,0.001,0.0660942454236041,0.0
2024-01-01 01:30:00,0.0,0.001,0.10882374237267352,0.0
2024-01-01 01:45:00,0.0,0.001,0.26082374237267353,0.0
2024-01-01 02:00:00,0.0,0.001,0.14909040903934018,0.0
2024-01-01 02:15:00,0.0,0.001,0.20249040903934018,0.0
2024-01-01 02:30:00,0.0,0.001,0.1413647484745347,0.0
2024-01-01 02:45:00,0.0,0.001,0.4458,0.0
2024-01-01 03:00:00,0.0,0.001,0.058666666666666666,0.0
2024-01-01 03:15:00,0.0,0.001,0.23600000000000002,0.0
2024-01-01 03:30:00,0.0,0.001,0.16,0.0
2024-01-01 03:45:00,0.0,0.001,0.4871333333333333,0.0
2024-01-01 04:00:00,0.0,0.001,0.201,0.0
2024-01-01 04:15:00,0.0,0.001,0.08733333333333333,0.6666666666666666
2024-01-01 04:30:00,0.0,0.001,0.046,2.0
2024-01-01 04:45:00,0.0,0.001,0.2233333333333333,2.0
2024-01-01 05:00:00,0.0,0.001,0.9849333333333333,0.13333333333333333
2024-01-01 05:15:00,0.0,0.001,0.17926666666666666,0.0
2024-01-01 05:30:00,0.0,0.001,0.13899999999999998,0.0
2024-01-01 05:45:00,0.0,0.001,0.19066666666666668,0.4
2024-01-01 06:00:00,0.0,0.001,0.046,0.13333333333333333
2024-01-01 06:15:00,0.0,0.001,0.19799999999999998,0.9333333333333333
2024-01-01 06:30:00,0.0,0.001,0.21066666666666664,2.0
2024-01-01 06:45:00,0.0,0.001,0.046,2.0
2024-01-01 07:00:00,0.0,0.001,0.046,2.0
2024-01-01 07:15:00,0.0,0.001,0.19066666666666668,2.0
2024-01-01 07:30:00,0.0,0.001,0.9390000000000001,2.0
2024-01-01 07:45:00,0.0,0.001,1.1726666666666667,2.0
2024-01-01 08:00:00,0.0,0.001,0.5692666666666667,1.8666666666666667
2024-01-01 08:15:00,0.0,0.001,0.31253333333333333,0.0
2024-01-01 08:30:00,0.0,0.001,0.05230599593209253,0.0
2024-01-01 08:45:00,0.0,0.001,0.6644904090393402,0.0
2024-01-01 09:00:00,0.0,0.001,0.3338237423726735,0.0
2024-01-01 09:15:00,0.0,0.001,0.3214904090393402,0.0
2024-01-01 09:30:00,0.0,0.001,0.3688237423726735,0.0
2024-01-01 09:45:00,1.2003333333333333,0.001,0.20415707570600683,0.0
2024-01-01 10:00:00,1.8002,0.001,0.16857649898302315,0.0
2024-01-01 10:15:00,1.3504,0.001,0.11053333333333334,0.0
2024-01-01 10:30:00,0.30086666666666667,0.001,0.13899999999999998,0.0
2024-01-01 10:45:00,0.00013333333333333334,0.001,0.2718666666666667,0.0
