,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.3203333333333333,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.05,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.05,0.0,0.0,4.333333333333333
2024-01-01 00:45:00,0.001,0.001,0.0,0.05806666666666667,0.0,0.0,0.3333333333333333
2024-01-01 01:00:00,0.001,0.001,0.0,0.171,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.4906666666666667,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.332,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.171,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.13873333333333332,0.0,0.0,1.3333333333333333
2024-01-01 02:15:00,0.001,0.001,0.0,0.05,0.0,0.0,5.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.13399999999999998,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.3950000000000001,0.0,0.0,2.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.10166666666666666,0.0,0.0,3.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.05,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.05,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.05,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.24333333333333332,0.0,0.0,1.6666666666666667
2024-01-01 04:15:00,0.001,0.001,0.0,0.3063333333333333,0.0,2.4,1.3333333333333333
2024-01-01 04:30:00,0.001,0.001,0.0,0.081,0.0,1.2,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.05,0.0,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.05,0.0,0.0,1.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.5004666666666666,0.0,0.6,5.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.31786666666666663,0.0,0.8,3.3333333333333335
2024-01-01 05:45:00,0.001,0.001,0.0,0.25166666666666665,0.0,2.2,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.07846666666666667,0.0,1.8,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.05,0.0,3.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.05,0.0,3.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.18933333333333333,0.0,0.8,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.24666666666666665,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.19466666666666665,0.0,0.0,0.0
