,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.001,0.33825219735291434,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.3130104394705828,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.2825,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.4213666666666667,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.42036666666666667,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.1960333333333333,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.4420333333333334,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.3893666666666667,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.1857,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.22703333333333334,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.4420333333333334,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.22266666666666665,0.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.12233333333333334,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.29600000000000004,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.20199999999999999,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.15333333333333332,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.265,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.20199999999999999,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.18433333333333332,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.23399999999999999,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.20199999999999999,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.05,7.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.060333333333333336,2.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.205,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.20299999999999999,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.20199999999999999,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.05,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.09133333333333332,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.2565452377058591,0.0,2.6
2024-01-01 11:30:00,0.001,0.001,0.9078188640195811,0.0,0.4
2024-01-01 11:45:00,0.001,0.001,1.6155521973529143,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,1.0186321973529144,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.3344243587646933,2.0,2.8
2024-01-01 12:30:00,0.001,0.001,0.37589999999999996,0.0,0.8
2024-01-01 12:45:00,0.001,0.001,0.7414333333333334,0.0,0.2
2024-01-01 13:00:00,0.001,0.001,0.8331,0.0,3.0
2024-01-01 13:15:00,0.001,0.001,0.3530647484745347,0.0,0.4
2024-01-01 13:30:00,0.001,0.001,0.25085707570600685,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.3315237423726735,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.4397237423726735,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.5679147678040335,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.5724092730589212,0.0,2.8
2024-01-01 14:45:00,0.001,0.001,0.535315027635317,0.0,1.4
2024-01-01 15:00:00,0.001,0.020933333333333335,0.4608286963359375,0.0,0.0
2024-01-01 15:15:00,0.001,0.31359415481395836,0.4507356467451993,0.0,0.0
2024-01-01 15:30:00,0.001,0.7784300551217537,0.4528570757060068,0.0,0.0
2024-01-01 15:45:00,0.001,0.19031532135688214,0.4011904090393401,0.0,0.0
2024-01-01 16:00:00,0.001,0.16125635070014202,0.38759040903934017,0.0,0.0
2024-01-01 16:15:00,0.001,0.9356263301377817,0.3495237423726735,0.0,0.2
2024-01-01 16:30:00,0.001,0.8501022392556616,0.1975237423726735,1.0,3.0
2024-01-01 16:45:00,0.001,0.11419909048795261,0.20207806061441877,0.0,1.4
2024-01-01 17:00:00,0.001,0.2357076404471998,0.9111502791607824,0.0,0.0
2024-01-01 17:15:00,0.001,0.6393256247629363,0.29374260639225447,0.0,0.0
2024-01-01 17:30:00,0.001,0.3796138767187912,0.28008260639225446,0.0,1.8
2024-01-01 17:45:00,0.001,0.001,0.2583759397255878,0.0,0.8
2024-01-01 18:00:00,0.001,0.001,0.15575707570600683,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.2264393292654259,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.339,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.20466666666666666,0.0,0.0
2024-01-01 19:00:00,0.047599999999999996,0.001,0.2853333333333333,0.0,1.6
2024-01-01 19:15:00,1.6749872683640312,0.001,0.2521333333333333,0.0,3.0
2024-01-01 19:30:00,1.938184883948303,0.001,0.12260000000000001,0.0,3.0
2024-01-01 19:45:00,1.4662601493572336,0.001,0.2551570757060068,0.0,2.4
2024-01-01 20:00:00,0.3818595141041135,0.001,0.3274904090393402,0.0,2.0
2024-01-01 20:15:00,0.7563129745761857,0.001,0.2715570757060069,0.0,2.0
2024-01-01 20:30:00,0.001,0.001,0.4135709950001173,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.36558769023407617,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.26708553068624763,0.0,1.0
2024-01-01 21:15:00,0.001,0.001,0.5260229417595415,0.0,3.0
2024-01-01 21:30:00,0.001,0.001,0.5282759397255877,0.0,1.8
2024-01-01 21:45:00,0.001,0.001,0.3500759397255878,0.0,3.0
2024-01-01 22:00:00,0.001,0.001,0.4240640353530621,0.0,3.0
2024-01-01 22:15:00,0.001,0.001,0.4031724599020602,0.0,3.0
2024-01-01 22:30:00,0.001,0.001,0.37033469226803,0.0,3.0
2024-01-01 22:45:00,0.001,0.001,0.5935855306862478,0.0,3.0
2024-01-01 23:00:00,0.001,0.001,0.547436610460162,0.0,1.8
2024-01-01 23:15:00,0.001,0.001,0.4710759397255878,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.5597883941177554,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.4242272221962011,0.0,0.0
2024-01-02 00:00:00,0.001,0.001,0.3120092730589211,0.0,0.0
2024-01-02 00:15:00,0.001,0.001,1.0511426063922544,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.4060718619856272,0.0,0.0
2024-01-02 00:45:00,0.001,0.001,0.3512521973529143,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.4581032771268286,0.0,1.8
2024-01-02 01:15:00,0.001,0.001,0.5257307020197287,0.0,3.0
2024-01-02 01:30:00,0.001,0.001,0.35985707570600683,0.0,3.0
2024-01-02 01:45:00,0.001,0.001,0.4735237423726735,0.0,0.8
2024-01-02 02:00:00,0.001,0.001,0.34493932926542586,0.0,0.0
2024-01-02 02:15:00,0.001,0.001,0.2955,0.0,0.0
2024-01-02 02:30:00,0.001,0.001,0.33158553068624763,0.0,0.0
2024-01-02 02:45:00,0.001,0.001,0.3822521973529143,0.0,0.0
2024-01-02 03:00:00,0.001,0.001,0.24483886401958097,0.0,0.0
2024-01-02 03:15:00,0.001,0.001,0.22621886401958097,0.0,0.0
2024-01-02 03:30:00,0.001,0.001,0.06893131841174858,0.0,0.0
2024-01-02 03:45:00,0.001,0.001,0.05,0.0,0.6
2024-01-02 04:00:00,0.001,0.001,0.15133333333333335,0.0,3.0
2024-01-02 04:15:00,0.001,0.001,0.20199999999999999,0.0,2.4
2024-01-02 04:30:00,0.001,0.001,0.15333333333333332,0.0,2.6
2024-01-02 04:45:00,0.001,0.001,0.16366666666666668,0.0,0.0
2024-01-02 05:00:00,0.001,0.001,0.05,0.0,2.2
2024-01-02 05:15:00,0.001,0.001,0.05,0.0,3.0
2024-01-02 05:30:00,0.001,0.001,0.15133333333333335,0.0,1.8
2024-01-02 05:45:00,0.001,0.001,0.7350666666666666,0.0,0.0
2024-01-02 06:00:00,0.001,0.001,0.18433333333333332,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.13266666666666665,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.05,0.0,0.6
2024-01-02 06:45:00,0.001,0.001,0.05693333333333333,0.0,2.0
2024-01-02 07:00:00,0.001,0.001,0.16433333333333333,0.0,2.2
2024-01-02 07:15:00,0.001,0.001,0.22533333333333333,0.0,1.0
2024-01-02 07:30:00,0.001,0.001,0.7510666666666667,0.0,0.0
2024-01-02 07:45:00,0.001,0.001,0.10426666666666667,0.0,0.0
2024-01-02 08:00:00,0.001,0.001,0.05,0.0,0.0
2024-01-02 08:15:00,0.001,0.001,0.05,9.0,0.0
2024-01-02 08:30:00,0.001,0.001,0.15133333333333335,0.0,0.0
2024-01-02 08:45:00,0.001,0.001,0.24333333333333332,0.0,0.0
2024-01-02 09:00:00,0.001,0.001,0.205,0.0,0.0
2024-01-02 09:15:00,0.001,0.001,0.07933333333333333,0.0,0.0
2024-01-02 09:30:00,0.001,0.001,0.063,0.0,0.0
2024-01-02 09:45:00,0.001,0.001,0.063,0.0,0.0
2024-01-02 10:00:00,0.001,0.001,0.16433333333333333,0.0,0.0
2024-01-02 10:15:00,0.001,0.001,0.28213333333333335,0.0,0.0
2024-01-02 10:30:00,0.001,0.001,0.19466666666666665,0.0,0.0
2024-01-02 10:45:00,0.001,0.001,0.4498,0.0,2.8
2024-01-02 11:00:00,0.001,0.001,0.05346666666666667,0.0,2.4
2024-01-02 11:15:00,0.001,0.001,0.063,0.0,0.0
2024-01-02 11:30:00,0.001,0.001,0.16433333333333333,0.0,0.0
2024-01-02 11:45:00,0.001,0.001,0.3183333333333333,0.0,0.0
2024-01-02 12:00:00,0.001,0.001,0.17493333333333333,0.0,0.0
2024-01-02 12:15:00,0.001,0.001,0.05,3.0,0.0
2024-01-02 12:30:00,0.001,0.001,0.05,0.0,0.0
2024-01-02 12:45:00,0.001,0.001,0.05,0.0,0.0
2024-01-02 13:00:00,0.001,0.001,0.15133333333333335,0.0,0.0
2024-01-02 13:15:00,0.001,0.001,0.3363333333333333,0.0,2.6
2024-01-02 13:30:00,0.001,0.001,0.18106666666666668,0.0,2.6
2024-01-02 13:45:00,0.001,0.001,0.171,0.0,2.2
2024-01-02 14:00:00,0.001,0.001,0.171,0.0,1.6
2024-01-02 14:15:00,0.001,0.001,0.171,0.0,0.0
2024-01-02 14:30:00,0.001,0.001,0.2826666666666667,0.0,0.0
2024-01-02 14:45:00,0.001,0.001,0.46186666666666665,0.0,0.8
2024-01-02 15:00:00,0.001,0.001,0.10954916158178232,0.0,3.0
2024-01-02 15:15:00,0.001,0.001,0.486865500255005,0.0,1.0
2024-01-02 15:30:00,0.001,0.001,0.09770927305892113,0.0,0.0
2024-01-02 15:45:00,0.001,0.001,0.5061759397255878,0.0,0.0
2024-01-02 16:00:00,0.001,0.001,0.24667785791771976,0.0,0.0
2024-01-02 16:15:00,0.001,0.001,0.3826208789411657,0.0,0.0
2024-01-02 16:30:00,0.001,0.001,0.4765333333333333,0.0,1.2
2024-01-02 16:45:00,0.001,0.001,0.12260000000000001,0.0,2.0
2024-01-02 17:00:00,0.001,0.001,0.17809424542360414,0.0,0.0
2024-01-02 17:15:00,0.001,0.001,0.18282374237267351,0.0,0.0
2024-01-02 17:30:00,0.001,0.001,0.35649040903934015,0.0,0.0
2024-01-02 17:45:00,0.001,0.001,0.5682237423726735,0.0,0.8
2024-01-02 18:00:00,0.001,0.001,0.21272566056480546,0.0,3.0
2024-01-02 18:15:00,0.001,0.001,0.18572435876469337,0.0,2.4
2024-01-02 18:30:00,0.001,0.001,0.2025521973529143,0.0,0.0
2024-01-02 18:45:00,0.001,0.001,0.2025521973529143,0.0,1.8
2024-01-02 19:00:00,0.001,0.001,0.3167248599516735,0.0,1.8
2024-01-02 19:15:00,0.001,0.001,0.7588426063922545,0.0,0.0
2024-01-02 19:30:00,0.001,0.001,0.20806550025500495,0.0,0.0
2024-01-02 19:45:00,0.001,0.001,0.19334114149031162,0.0,0.0
2024-01-02 20:00:00,0.001,0.001,0.23759944074256467,0.0,2.6
2024-01-02 20:15:00,0.001,0.001,0.34364644277651835,0.0,1.0
2024-01-02 20:30:00,0.001,0.001,0.5033759397255878,0.0,0.0
2024-01-02 20:45:00,0.001,0.001,0.5830426063922545,0.0,0.0
2024-01-02 21:00:00,0.001,0.001,0.39188579323539346,0.0,0.0
2024-01-02 21:15:00,0.001,0.001,0.4395237423726735,0.0,1.2
2024-01-02 21:30:00,0.001,0.001,0.3735043375712441,0.0,3.0
2024-01-02 21:45:00,0.001,0.001,0.437318864019581,0.0,0.4
2024-01-02 22:00:00,0.001,0.001,0.6612994407425646,0.0,2.2
2024-01-02 22:15:00,0.001,0.001,0.6747426063922544,0.0,2.4
2024-01-02 22:30:00,0.001,0.001,0.4710759397255878,0.0,2.6
2024-01-02 22:45:00,0.001,0.001,0.45845506078442205,0.0,0.0
2024-01-02 23:00:00,0.001,0.001,0.38103957985891596,0.0,0.0
2024-01-02 23:15:00,0.001,0.001,0.3510759397255878,0.0,0.0
2024-01-02 23:30:00,0.001,0.001,0.4854092730589211,0.0,1.6
2024-01-02 23:45:00,0.001,0.001,0.40174260639225445,0.0,3.0
2024-01-03 00:00:00,0.001,0.001,0.2269724599020602,0.0,1.8
2024-01-03 00:15:00,0.001,0.001,0.1975237423726735,0.0,1.0
2024-01-03 00:30:00,0.001,0.001,0.18648824949151155,0.0,3.0
2024-01-03 00:45:00,0.001,0.001,0.38691582824844895,0.0,2.2
2024-01-03 01:00:00,0.001,0.001,0.5645237423726734,0.0,0.0
2024-01-03 01:15:00,0.001,0.001,0.4705237423726735,0.0,0.0
2024-01-03 01:30:00,0.001,0.001,0.3185237423726735,0.0,0.0
2024-01-03 01:45:00,0.001,0.001,0.3185237423726735,0.0,0.0
2024-01-03 02:00:00,0.001,0.001,0.18964124745755784,0.0,0.0
2024-01-03 02:15:00,0.001,0.001,0.2890333333333333,0.0,0.0
2024-01-03 02:30:00,0.001,0.001,0.36451333333333336,0.0,0.0
2024-01-03 02:45:00,0.001,0.001,0.20199999999999999,0.0,0.0
2024-01-03 03:00:00,0.001,0.001,0.0742,0.0,0.0
2024-01-03 03:15:00,0.001,0.001,0.171,0.0,1.4
2024-01-03 03:30:00,0.001,0.001,0.171,0.0,3.0
2024-01-03 03:45:00,0.001,0.001,0.30533333333333335,0.0,3.0
2024-01-03 04:00:00,0.001,0.001,0.35500000000000004,0.0,3.0
2024-01-03 04:15:00,0.001,0.001,0.2988,0.0,3.0
2024-01-03 04:30:00,0.001,0.001,0.05,0.0,1.8
2024-01-03 04:45:00,0.001,0.001,0.05,0.0,3.0
2024-01-03 05:00:00,0.001,0.001,0.060333333333333336,2.0,0.2
2024-01-03 05:15:00,0.001,0.001,0.205,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.20299999999999999,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.20199999999999999,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.05,0.0,0.0
2024-01-03 06:15:00,0.001,0.001,0.4498,0.0,0.0
2024-01-03 06:30:00,0.001,0.001,0.09133333333333332,0.0,0.0
2024-01-03 06:45:00,0.001,0.001,0.205,0.0,0.2
2024-01-03 07:00:00,0.001,0.001,0.17200000000000001,0.0,3.0
2024-01-03 07:15:00,0.001,0.001,0.20199999999999999,0.0,2.6
2024-01-03 07:30:00,0.001,0.001,0.05,0.0,1.6
2024-01-03 07:45:00,0.001,0.001,0.05,0.0,0.0
2024-01-03 08:00:00,0.001,0.001,0.12233333333333334,0.0,2.2
2024-01-03 08:15:00,0.001,0.0836337114293139,1.9340666666666666,0.0,1.4
2024-01-03 08:30:00,0.001,0.35241852509254945,2.9042000000000003,2.0,0.0
2024-01-03 08:45:00,0.001,0.759159940451665,2.337,0.0,0.0
2024-01-03 09:00:00,0.001,0.1313832674071484,0.6288666666666667,0.0,1.8
2024-01-03 09:15:00,0.001,0.16556550051723923,0.063,0.0,0.8
2024-01-03 09:30:00,0.001,1.1133278462578373,0.15419999999999998,0.0,0.0
2024-01-03 09:45:00,0.001,0.6646948238997311,0.16366666666666668,0.0,0.0
2024-01-03 10:00:00,0.001,0.12497312234815415,0.15133333333333335,0.0,0.0
2024-01-03 10:15:00,0.047599999999999996,0.2759831373647351,0.20199999999999999,0.0,0.0
2024-01-03 10:30:00,1.6749872683640312,0.8756974757013526,0.9072666666666667,0.0,0.0
2024-01-03 10:45:00,1.938184883948303,0.07226666666666669,2.302066666666667,0.0,0.0
2024-01-03 11:00:00,1.4662601493572336,0.001,0.19733333333333333,0.0,2.4
2024-01-03 11:15:00,0.3818595141041135,0.001,1.1359333333333335,0.0,3.0
2024-01-03 11:30:00,1.0926026347692794,0.001,2.2854666666666668,0.0,3.0
2024-01-03 11:45:00,1.0674127282709998,0.001,0.4849333333333333,2.0,0.4
2024-01-03 12:00:00,1.3841265979895119,0.001,0.05,0.0,0.0
2024-01-03 12:15:00,0.559756287537335,0.001,0.060333333333333336,0.0,0.0
2024-01-03 12:30:00,0.001,0.001,0.205,0.0,0.0
