,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.33083827805880384,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.32676666666666665,0.0,0.0,1.2
2024-01-01 00:30:00,0.001,0.0,0.3473,0.0,0.0,1.8
2024-01-01 00:45:00,0.001,0.0,0.3077,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.3077,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.39602,0.0,0.0,2.8
2024-01-01 01:30:00,0.001,0.0,0.3077,0.0,0.0,1.6
2024-01-01 01:45:00,0.001,0.0,0.30696666666666667,0.0,0.6666666666666666,0.0
2024-01-01 02:00:00,0.001,0.0,0.2380333333333333,0.0,2.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.2028333333333333,0.0,0.0,0.8
2024-01-01 02:30:00,0.001,0.0,0.3077,0.0,0.0,1.6
2024-01-01 02:45:00,0.001,0.0,0.3077,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.25904,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.282,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.17053333333333331,0.0,0.0,2.8
2024-01-01 03:45:00,0.001,0.0,0.05533333333333333,0.0,0.0,3.0
2024-01-01 04:00:00,0.001,0.0,0.064,0.0,1.0,0.4
2024-01-01 04:15:00,0.001,0.0,0.064,0.0,5.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.11533333333333333,0.0,2.6666666666666665,0.0
2024-01-01 04:45:00,0.001,0.0,0.13986666666666667,0.0,1.0,1.4
2024-01-01 05:00:00,0.001,0.0,0.051,0.0,2.0,2.6
2024-01-01 05:15:00,0.001,0.0,0.051,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.051,0.0,3.0,2.2
2024-01-01 05:45:00,0.001,0.0,0.051,6.6,1.0,1.6
2024-01-01 06:00:00,0.001,0.0,0.13899999999999998,0.0,3.6666666666666665,0.0
2024-01-01 06:15:00,0.001,0.0,0.10233333333333333,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.051,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.059666666666666666,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,1.282,0.0,2.6666666666666665,0.8
2024-01-01 07:15:00,0.001,0.0,3.5396666666666667,0.0,0.0,2.2
2024-01-01 07:30:00,0.001,0.0,2.420066666666666,0.0,0.0,3.0
2024-01-01 07:45:00,0.001,0.0,0.16966666666666666,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.14633333333333332,0.0,0.0,0.6
2024-01-01 08:15:00,0.001,0.0,0.07526666666666666,0.0,2.6666666666666665,3.0
2024-01-01 08:30:00,0.001,0.0,0.060533333333333335,0.0,0.0,1.0
2024-01-01 08:45:00,0.001,0.0,0.11533333333333333,0.0,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.18355219735291428,0.0,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.0955521973529143,0.0,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.0955521973529143,0.0,2.6666666666666665,0.0
2024-01-01 09:45:00,0.001,0.0,0.0955521973529143,0.0,0.0,2.0
2024-01-01 10:00:00,0.001,0.0,0.0955521973529143,0.0,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.18355219735291428,0.7333333333333333,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.12795421227449905,9.533333333333333,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,1.9306666666666668,0.0,0.0,1.6
2024-01-01 11:00:00,0.001,0.0,1.3828533333333333,0.0,0.0,0.8
2024-01-01 11:15:00,0.001,0.0,1.7868999999999997,0.0,2.6666666666666665,0.0
2024-01-01 11:30:00,0.001,0.0,2.4471666666666665,0.0,0.0,1.2
2024-01-01 11:45:00,0.001,0.0,2.4316999999999998,2.2,0.0,3.0
2024-01-01 12:00:00,0.001,0.0,3.8517,0.0,0.0,2.4
2024-01-01 12:15:00,0.001,0.0,1.3991666666666664,0.0,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.46449999999999997,0.0,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.18669999999999998,0.0,0.0,2.2
2024-01-01 13:00:00,0.001,0.0,0.2380333333333333,0.0,0.0,3.0
2024-01-01 13:15:00,0.001,0.0,0.2747,0.0,0.6666666666666666,3.0
2024-01-01 13:30:00,0.001,0.0,0.18669999999999998,0.0,2.0,3.0
2024-01-01 13:45:00,0.001,0.0,0.18669999999999998,0.0,0.0,3.0
2024-01-01 14:00:00,0.001,0.0,0.5864999999999999,0.0,0.0,3.0
2024-01-01 14:15:00,0.001,0.0,0.18669999999999998,0.0,0.0,3.0
2024-01-01 14:30:00,0.001,0.0,0.2747,0.0,0.0,3.0
2024-01-01 14:45:00,0.001,0.0,0.2380333333333333,0.0,0.0,3.0
2024-01-01 15:00:00,0.001,0.0,0.18669999999999998,0.0,0.0,3.0
2024-01-01 15:15:00,0.001,0.0,0.18669999999999998,0.0,0.0,3.0
2024-01-01 15:30:00,0.001,0.0,0.14146666666666666,0.0,2.6666666666666665,3.0
2024-01-01 15:45:00,0.001,0.0,0.06566666666666666,0.0,0.0,3.0
2024-01-01 16:00:00,0.001,0.0,0.161,0.0,0.0,3.0
2024-01-01 16:15:00,0.001,0.0,0.06566666666666666,0.0,0.0,3.0
2024-01-01 16:30:00,0.001,0.0,0.051,0.0,0.0,3.0
2024-01-01 16:45:00,0.001,0.0,0.051,0.0,0.0,3.0
2024-01-01 17:00:00,0.001,0.0,0.051,0.0,0.0,3.0
2024-01-01 17:15:00,0.001,0.0,0.10233333333333333,0.0,0.0,3.0
2024-01-01 17:30:00,0.001,0.0,0.13899999999999998,0.0,1.6666666666666667,3.0
