,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-01-01 00:00:00,2.0,0,0,0,0.0,0.0,20.5,20.5,16.25,12.0,0.5972418213224249,0.0,0.076,60.0,60.0,0.0
2024-01-01 00:01:00,2.0,0,0,0,0.0,0.0,20.5,20.496824481240672,16.251758978888663,12.0,0.5972418213224249,0.0,0.0759891065456283,60.0,59.994553272814144,0.0
2024-01-01 00:02:00,2.0,0,0,0,0.0,0.0,20.5,20.493652315655016,16.253514218453176,12.0,0.5972418213224249,0.0,0.07597821465266906,60.0,59.989107326334526,0.0
2024-01-01 00:03:00,2.0,0,0,0,0.0,0.0,20.5,20.490483498483812,16.25526572437524,12.0,0.5972418213224249,1.92556,0.07596732432089849,60.0,59.98366216044924,1.0
2024-01-01 00:04:00,2.0,0,0,0,0.0,0.0,20.5,20.487318024974837,16.25701350232814,12.0,0.5972418213224249,1.92556,0.07568043555009281,60.0,59.840217775046405,1.0
2024-01-01 00:05:00,2.0,0,0,0,0.0,0.0,20.5,20.484155890382855,16.258757557976768,12.0,0.5972418213224249,11.553360000000001,0.07539358790046785,60.0,59.696793950233925,6.0
2024-01-01 00:06:00,2.0,0,0,0,0.0,0.0,20.5,20.48099708996961,16.260497896977636,12.0,0.5972418213224249,11.553360000000001,0.07372678136612952,60.0,58.86339068306476,6.0
2024-01-01 00:07:00,2.0,0,0,0,0.0,0.0,20.5,20.477841619003804,16.262234524978876,12.0,0.5972418213224249,0.0,0.07227521613229777,60.0,58.137608066148886,0.0
2024-01-01 00:08:00,2.0,0,0,0,0.0,0.0,20.5,20.474689472761103,16.263967447620267,12.0,0.5972418213224249,0.0,0.07247985895846132,60.0,58.23992947923066,0.0
2024-01-01 00:09:00,2.0,0,0,0,0.0,0.0,20.5,20.471540646524115,16.265696670533238,12.0,0.5972418213224249,0.0,0.07268447245216053,60.0,58.34223622608027,0.0
2024-01-01 00:10:00,2.0,0,0,0,0.0,0.0,20.5,20.468395135582387,16.26742219934088,12.0,0.5972418213224249,0.0,0.0728890566175998,60.0,58.444528308799896,0.0
2024-01-01 00:11:00,2.0,0,0,0,0.0,0.0,20.5,20.465252935232385,16.26914403965797,12.0,0.5972418213224249,0.0,0.07309361145898284,60.0,58.54680572949142,0.0
2024-01-01 00:12:00,2.0,0,0,0,0.0,0.0,20.5,20.462114040777497,16.270862197090967,12.0,0.5972418213224249,0.0,0.07329813698051284,60.0,58.64906849025642,0.0
2024-01-01 00:13:00,2.0,0,0,0,0.0,0.0,20.5,20.458978447528008,16.272576677238035,12.0,0.5972418213224249,0.0,0.07350263318639236,60.0,58.75131659319618,0.0
2024-01-01 00:14:00,2.0,0,0,0,0.0,0.0,20.5,20.455846150801104,16.274287485689054,12.0,0.5972418213224249,0.0,0.07370710008082336,60.0,58.853550040411676,0.0
