,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-01-01 00:00:00,2.0,0,0,0,0.0,0.0,20.5,20.5,16.25,12.0,1.3361042110289347
2024-01-01 00:01:00,2.0,0,0,0,0.0,0.0,20.5,20.49354650835542,16.253544126719596,12.0,1.3361042110289347
2024-01-01 00:02:00,2.0,0,0,0,0.0,0.0,20.5,20.48710751531513,16.25707141253638,12.0,1.3361042110289347
2024-01-01 00:03:00,2.0,0,0,0,0.0,0.0,20.5,20.480682975719233,16.260581913840447,12.0,1.3361042110289347
2024-01-01 00:04:00,2.0,0,0,0,0.0,0.0,20.5,20.474272844554065,16.26407568683803,12.0,1.3361042110289347
2024-01-01 00:05:00,2.0,0,0,0,0.0,0.0,20.5,20.46787707695173,16.26755278755209,12.0,1.3361042110289347
2024-01-01 00:06:00,2.0,0,0,0,0.0,0.0,20.5,20.461495628189624,16.27101327182293,12.0,1.3361042110289347
2024-01-01 00:07:00,2.0,0,0,0,0.0,0.0,20.5,20.455128453689962,16.274457195308763,12.0,1.3361042110289347
2024-01-01 00:08:00,2.0,0,0,0,0.0,0.0,20.5,20.448775509019306,16.27788461348632,12.0,1.3361042110289347
2024-01-01 00:09:00,2.0,0,0,0,0.0,0.0,20.5,20.442436749888103,16.28129558165145,12.0,1.3361042110289347
2024-01-01 00:10:00,2.0,0,0,0,0.0,0.0,20.5,20.4361121321502,16.284690154919677,12.0,1.3361042110289347
2024-01-01 00:11:00,2.0,0,0,0,0.0,0.0,20.5,20.429801611802404,16.28806838822682,12.0,1.3361042110289347
2024-01-01 00:12:00,2.0,0,0,0,0.0,0.0,20.5,20.42350514498399,16.291430336329555,12.0,1.3361042110289347
2024-01-01 00:13:00,2.0,0,0,0,0.0,0.0,20.5,20.417222687976263,16.29477605380601,12.0,1.3361042110289347
2024-01-01 00:14:00,2.0,0,0,0,0.0,0.0,20.5,20.410954197202074,16.298105595056345,12.0,1.3361042110289347
2024-01-01 00:15:00,2.0,0,0,0,0.0,0.0,20.5,20.404699629225373,16.301419014303324,12.0,1.3361042110289347
2024-01-01 00:16:00,2.0,0,0,0,0.0,0.0,20.5,20.39845894075075,16.304716365592892,12.0,1.3361042110289347
2024-01-01 00:17:00,2.0,0,0,0,0.0,0.0,20.5,20.392232088622976,16.307997702794758,12.0,1.3361042110289347
2024-01-01 00:18:00,2.0,0,0,0,0.0,0.0,20.5,20.386019029826542,16.311263079602963,12.0,1.3361042110289347
2024-01-01 00:19:00,2.0,0,0,0,0.0,0.0,20.5,20.379819721485212,16.314512549536452,12.0,1.3361042110289347
2024-01-01 00:20:00,2.0,0,0,0,0.0,0.0,20.5,20.373634120861567,16.317746165939646,12.0,1.3361042110289347
2024-01-01 00:21:00,2.0,0,0,0,0.0,0.0,20.5,20.36746218535656,16.320963981983002,12.0,1.3361042110289347
2024-01-01 00:22:00,2.0,0,0,0,0.0,0.0,20.5,20.361303872509048,16.324166050663592,12.0,1.3361042110289347
2024-01-01 00:23:00,2.0,0,0,0,0.0,0.0,20.5,20.35515913999537,16.32735242480565,12.0,1.3361042110289347
2024-01-01 00:24:00,2.0,0,0,0,0.0,0.0,20.5,20.34902794562888,16.33052315706115,12.0,1.3361042110289347
2024-01-01 00:25:00,2.0,0,0,0,0.0,0.0,20.5,20.342910247359512,16.33367829991036,12.0,1.3361042110289347
2024-01-01 00:26:00,2.0,0,0,0,0.0,0.0,20.5,20.336806003273328,16.336817905662397,12.0,1.3361042110289347
2024-01-01 00:27:00,2.0,0,0,0,0.0,0.0,20.5,20.330715171592082,16.339942026455788,12.0,1.3361042110289347
2024-01-01 00:28:00,2.0,0,0,0,0.0,0.0,20.5,20.324637710672782,16.34305071425902,12.0,1.3361042110289347
2024-01-01 00:29:00,2.0,0,0,0,0.0,0.0,20.5,20.318573579007236,16.346144020871108,12.0,1.3361042110289347
2024-01-01 00:30:00,2.0,0,0,0,0.0,0.0,20.5,20.312522735221627,16.349221997922122,12.0,1.3361042110289347
2024-01-01 00:31:00,2.0,0,0,0,0.0,0.0,20.5,20.306485138076074,16.352284696873756,12.0,1.3361042110289347
2024-01-01 00:32:00,2.0,0,0,0,0.0,0.0,20.5,20.300460746464193,16.35533216901987,12.0,1.3361042110289347
2024-01-01 00:33:00,2.0,0,0,0,0.0,0.0,20.5,20.294449519412666,16.358364465487035,12.0,1.3361042110289347
2024-01-01 00:34:00,2.0,0,0,0,0.0,0.0,20.5,20.28845141608081,16.361381637235077,12.0,1.3361042110289347
2024-01-01 00:35:00,2.0,0,0,0,0.0,0.0,20.5,20.28246639576014,16.364383735057615,12.0,1.3361042110289347
2024-01-01 00:36:00,2.0,0,0,0,0.0,0.0,20.5,20.27649441787394,16.367370809582614,12.0,1.3361042110289347
2024-01-01 00:37:00,2.0,0,0,0,0.0,0.0,20.5,20.270535441976847,16.37034291127291,12.0,1.3361042110289347
2024-01-01 00:38:00,2.0,0,0,0,0.0,0.0,20.5,20.264589427754405,16.373300090426756,12.0,1.3361042110289347
2024-01-01 00:39:00,2.0,0,0,0,0.0,0.0,20.5,20.258656335022657,16.376242397178352,12.0,1.3361042110289347
2024-01-01 00:40:00,2.0,0,0,0,0.0,0.0,20.5,20.252736123727704,16.379169881498385,12.0,1.3361042110289347
2024-01-01 00:41:00,2.0,0,0,0,0.0,0.0,20.5,20.246828753945298,16.382082593194554,12.0,1.3361042110289347
2024-01-01 00:42:00,2.0,0,0,0,0.0,0.0,20.5,20.240934185880413,16.384980581912107,12.0,1.3361042110289347
2024-01-01 00:43:00,2.0,0,0,0,0.0,0.0,20.5,20.235052379866822,16.387863897134363,12.0,1.3361042110289347
2024-01-01 00:44:00,2.0,0,0,0,0.0,0.0,20.5,20.229183296366685,16.390732588183237,12.0,1.3361042110289347
2024-01-01 00:45:00,2.0,0,0,0,0.0,0.0,20.5,20.22332689597013,16.39358670421978,12.0,1.3361042110289347
2024-01-01 00:46:00,2.0,0,0,0,0.0,0.0,20.5,20.21748313939483,16.396426294244677,12.0,1.3361042110289347
2024-01-01 00:47:00,2.0,0,0,0,0.0,0.0,20.5,20.211651987485602,16.399251407098795,12.0,1.3361042110289347
2024-01-01 00:48:00,2.0,0,0,0,0.0,0.0,20.5,20.205833401213983,16.402062091463687,12.0,1.3361042110289347
2024-01-01 00:49:00,2.0,0,0,0,0.0,0.0,20.5,20.200027341677817,16.404858395862114,12.0,1.3361042110289347
2024-01-01 00:50:00,2.0,0,0,0,0.0,0.0,20.5,20.194233770100855,16.407640368658562,12.0,1.3361042110289347
2024-01-01 00:51:00,2.0,0,0,0,0.0,0.0,20.5,20.188452647832335,16.410408058059758,12.0,1.3361042110289347
2024-01-01 00:52:00,2.0,0,0,0,0.0,0.0,20.5,20.18268393634658,16.413161512115177,12.0,1.3361042110289347
2024-01-01 00:53:00,2.0,0,0,0,0.0,0.0,20.5,20.176927597242596,16.415900778717564,12.0,1.3361042110289347
2024-01-01 00:54:00,2.0,0,0,0,0.0,0.0,20.5,20.171183592243647,16.41862590560343,12.0,1.3361042110289347
2024-01-01 00:55:00,2.0,0,0,0,0.0,0.0,20.5,20.165451883196877,16.42133694035358,12.0,1.3361042110289347
