,TumbleDryer,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0702,0.0
2024-01-01 00:15:00,0.001,0.167,0.2
2024-01-01 00:30:00,0.001,0.24033333333333337,0.3
2024-01-01 00:45:00,0.001,0.233,0.6
2024-01-01 01:00:00,0.001,0.167,1.0
2024-01-01 01:15:00,0.001,0.14279999999999998,1.4
2024-01-01 01:30:00,0.001,0.046,0.8
2024-01-01 01:45:00,0.001,0.046,0.2
2024-01-01 02:00:00,0.001,0.112,0.0
2024-01-01 02:15:00,0.001,0.11933333333333333,1.2
2024-01-01 02:30:00,0.001,0.046,0.6
2024-01-01 02:45:00,0.001,0.046,1.0
2024-01-01 03:00:00,0.001,0.046,0.2
2024-01-01 03:15:00,0.001,0.046,0.1
2024-01-01 03:30:00,0.001,0.10466666666666667,0.2
2024-01-01 03:45:00,0.001,0.12666666666666665,0.1
2024-01-01 04:00:00,0.001,0.046,0.4
2024-01-01 04:15:00,0.001,0.046,0.1
2024-01-01 04:30:00,0.001,0.046,0.3
2024-01-01 04:45:00,0.001,0.046,0.1
2024-01-01 05:00:00,0.001,0.09733333333333333,1.1
2024-01-01 05:15:00,0.001,0.13399999999999998,0.1
2024-01-01 05:30:00,0.001,0.046,0.4
2024-01-01 05:45:00,0.001,0.046,0.5
2024-01-01 06:00:00,0.001,0.046,0.1
2024-01-01 06:15:00,0.001,0.046,0.0
2024-01-01 06:30:00,0.001,0.09000000000000001,0.1
2024-01-01 06:45:00,0.001,0.14133333333333334,0.1
2024-01-01 07:00:00,0.001,0.046,0.5
2024-01-01 07:15:00,0.001,0.046,1.2
2024-01-01 07:30:00,0.001,0.046,0.1
2024-01-01 07:45:00,0.001,0.046,0.2
2024-01-01 08:00:00,0.001,0.08266666666666667,0.3
2024-01-01 08:15:00,0.001,0.14866666666666667,0.3
2024-01-01 08:30:00,0.001,0.5790666666666666,0.4
2024-01-01 08:45:00,0.001,0.44580000000000003,0.0
2024-01-01 09:00:00,0.001,0.046,0.1
2024-01-01 09:15:00,0.001,0.046,0.1
2024-01-01 09:30:00,0.001,0.07533333333333332,0.1
2024-01-01 09:45:00,0.001,0.156,1.2
2024-01-01 10:00:00,0.001,0.046,0.7
2024-01-01 10:15:00,0.001,0.046,0.1
2024-01-01 10:30:00,0.001,0.046,0.6
2024-01-01 10:45:00,0.001,0.5790666666666666,1.5
2024-01-01 11:00:00,0.001,0.068,1.5
2024-01-01 11:15:00,0.001,0.156,1.5
2024-01-01 11:30:00,0.001,0.05333333333333334,1.5
2024-01-01 11:45:00,0.001,0.046,1.5
2024-01-01 12:00:00,0.001,0.046,0.4
2024-01-01 12:15:00,0.001,0.046,0.1
2024-01-01 12:30:00,0.001,0.06066666666666667,0.1
2024-01-01 12:45:00,0.001,0.156,0.1
2024-01-01 13:00:00,0.001,0.06066666666666667,0.1
2024-01-01 13:15:00,0.001,0.046,0.0
2024-01-01 13:30:00,0.001,0.046,0.1
2024-01-01 13:45:00,0.001,0.046,0.1
2024-01-01 14:00:00,0.001,0.05333333333333334,0.1
2024-01-01 14:15:00,0.001,0.156,0.0
2024-01-01 14:30:00,0.001,0.068,0.1
2024-01-01 14:45:00,0.001,0.046,0.1
2024-01-01 15:00:00,0.001,0.046,0.0
2024-01-01 15:15:00,0.001,0.046,0.1
2024-01-01 15:30:00,0.001,0.046,0.1
2024-01-01 15:45:00,0.001,0.156,0.1
2024-01-01 16:00:00,0.001,0.07533333333333332,0.0
2024-01-01 16:15:00,0.001,0.046,0.1
2024-01-01 16:30:00,0.001,0.046,0.1
2024-01-01 16:45:00,0.001,0.046,0.1
2024-01-01 17:00:00,0.001,0.046,0.0
2024-01-01 17:15:00,0.001,0.14866666666666667,0.1
2024-01-01 17:30:00,0.001,0.08266666666666667,0.1
2024-01-01 17:45:00,0.001,0.046,0.1
2024-01-01 18:00:00,0.001,0.046,0.0
2024-01-01 18:15:00,0.001,0.046,0.1
2024-01-01 18:30:00,0.001,0.046,0.1
2024-01-01 18:45:00,0.001,0.14133333333333334,0.1
2024-01-01 19:00:00,0.001,0.09000000000000001,0.0
2024-01-01 19:15:00,0.001,0.046,0.1
2024-01-01 19:30:00,0.001,0.046,0.1
2024-01-01 19:45:00,0.001,0.046,0.1
2024-01-01 20:00:00,0.001,0.046,0.0
2024-01-01 20:15:00,0.001,0.13399999999999998,0.1
2024-01-01 20:30:00,0.001,0.09733333333333333,0.1
2024-01-01 20:45:00,0.001,0.046,0.1
2024-01-01 21:00:00,0.001,0.046,0.0
2024-01-01 21:15:00,0.001,0.046,0.1
2024-01-01 21:30:00,0.001,0.046,0.1
2024-01-01 21:45:00,0.001,0.12666666666666665,0.0
2024-01-01 22:00:00,0.001,0.10466666666666667,0.1
2024-01-01 22:15:00,0.001,0.046,0.1
2024-01-01 22:30:00,0.001,0.046,0.1
2024-01-01 22:45:00,0.001,0.0820159821124863,0.4
2024-01-01 23:00:00,0.001,0.10550927305892113,0.9
2024-01-01 23:15:00,0.001,0.28370927305892113,1.5
2024-01-01 23:30:00,0.001,0.3035159397255878,1.5
2024-01-01 23:45:00,0.001,0.32241512436476977,1.5
