,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.28370927305892113,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.18890972634911024,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.177,0.0,0.1
2024-01-01 00:45:00,0.001,0.0,0.001,0.19899999999999998,0.0,1.1
2024-01-01 01:00:00,0.001,0.0,0.001,0.3376666666666666,0.0,0.2
2024-01-01 01:15:00,0.001,0.0,0.001,0.6780666666666666,0.0,1.5
2024-01-01 01:30:00,0.001,0.0,0.001,0.1954,0.0,0.1
2024-01-01 01:45:00,0.001,0.0,0.001,0.177,0.0,1.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.177,0.0,0.9
2024-01-01 02:15:00,0.001,0.0,0.001,0.2723333333333333,0.0,0.1
2024-01-01 02:30:00,0.001,0.0,0.001,0.8100666666666666,0.0,0.2
2024-01-01 02:45:00,0.001,0.0,0.001,0.3347333333333333,0.0,0.1
2024-01-01 03:00:00,0.001,0.0,0.001,0.094,0.0,0.4
2024-01-01 03:15:00,0.001,0.0,0.001,0.056,0.0,1.5
2024-01-01 03:30:00,0.001,0.0,0.001,0.18726666666666664,0.0,0.4
2024-01-01 03:45:00,0.001,0.0,0.001,0.25033333333333335,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.253,2.0,0.5
2024-01-01 04:15:00,0.001,0.0,0.001,0.367,0.0,0.3
2024-01-01 04:30:00,0.001,0.0,0.001,0.23178205086272002,0.0,0.1
2024-01-01 04:45:00,0.001,0.0,0.001,0.19021886401958096,0.0,0.5
2024-01-01 05:00:00,0.001,0.0,0.001,0.1975521973529143,0.0,1.4
2024-01-01 05:15:00,0.001,0.0,0.001,0.08755219735291431,0.0,0.9
2024-01-01 05:30:00,0.001,0.0,0.001,0.17621886401958092,0.0,0.2
2024-01-01 05:45:00,0.001,0.0,0.001,0.27544871752938666,0.0,0.5
2024-01-01 06:00:00,0.001,0.0,0.001,0.06866666666666667,0.0,0.4
2024-01-01 06:15:00,0.001,0.0,0.001,0.15133333333333335,0.0,0.3
2024-01-01 06:30:00,0.001,0.0,0.001,0.09266666666666667,0.0,0.5
2024-01-01 06:45:00,0.001,0.0,0.001,0.056,0.0,0.5
2024-01-01 07:00:00,0.001,0.0,0.001,0.15733333333333333,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.246,0.0,0.3
2024-01-01 07:30:00,0.001,0.0,0.001,0.11466666666666668,0.0,0.3
2024-01-01 07:45:00,0.001,0.0,0.11168793632775932,0.12933333333333336,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.19883213881083456,0.056,0.0,1.5
2024-01-01 08:15:00,0.001,0.0,1.1919111899081825,0.060333333333333336,0.0,1.0
2024-01-01 08:30:00,0.001,0.0,0.10943051901756166,0.183,0.0,0.1
2024-01-01 08:45:00,0.001,0.0,0.17218476076597364,0.26833333333333337,0.0,1.1
2024-01-01 09:00:00,0.001,0.0,0.35116374390942556,0.179,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.5287194589028279,0.069,0.0,0.1
2024-01-01 09:30:00,0.001,0.0006666666666666666,0.12049328674879728,0.06380000000000001,0.0,0.5
2024-01-01 09:45:00,0.001,1.2004666666666668,0.005818465169358773,0.06293333333333334,0.0,0.2
2024-01-01 10:00:00,0.001,0.001,0.001,0.7287333333333333,0.0,0.2
2024-01-01 10:15:00,0.001,0.001,0.001,0.32899999999999996,0.0,0.2
2024-01-01 10:30:00,0.001,0.001,0.001,0.11039616361573606,0.0,0.4
2024-01-01 10:45:00,0.001,0.001,0.001,0.6138904090393403,0.0,1.5
2024-01-01 11:00:00,0.001,0.001,0.001,1.7784237423726736,0.0,1.5
2024-01-01 11:15:00,0.001,0.001,0.001,2.191557075706007,0.0,1.5
2024-01-01 11:30:00,0.001,0.001,0.001,1.1146237423726737,0.0,1.5
2024-01-01 11:45:00,0.001,2.25,0.001,0.3582904090393402,0.0,1.5
