,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.20400000000000001,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.042,0.0,0.4
2024-01-01 01:15:00,0.001,0.0,0.001,0.13899999999999998,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.29233333333333333,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.06266666666666668,0.0,0.2
2024-01-01 02:00:00,0.001,0.0,0.001,0.042,0.0,0.2
2024-01-01 02:15:00,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.07133333333333333,0.0,0.2
2024-01-01 03:00:00,0.001,0.0,0.001,0.26566666666666666,0.0,0.2
2024-01-01 03:15:00,0.001,0.0,0.001,0.5568000000000001,0.0,0.2
2024-01-01 03:30:00,0.001,0.0,0.001,0.5750666666666666,0.0,0.4
2024-01-01 03:45:00,0.001,0.0,0.001,0.44179999999999997,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.5750666666666666,0.0,0.2
2024-01-01 04:15:00,0.001,0.0,0.001,0.042,0.0,0.2
2024-01-01 04:30:00,0.001,0.0,0.001,0.186,1.2,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.25566666666666665,0.0,0.6
2024-01-01 05:00:00,0.001,0.0,0.001,0.052333333333333336,0.0,0.2
2024-01-01 05:15:00,0.001,0.0,0.001,0.042,0.0,0.2
2024-01-01 05:30:00,0.001,0.0,0.001,0.042,0.0,1.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.10800000000000001,0.0,0.2
2024-01-01 06:15:00,0.001,0.0,0.001,0.2613333333333333,0.0,1.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.12466666666666668,0.0,1.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.042,0.0,0.4
2024-01-01 07:00:00,0.001,0.0,0.001,0.042,2.2,1.4
2024-01-01 07:15:00,0.001,0.0,0.001,0.042,3.0,0.6
2024-01-01 07:30:00,0.001,0.0,0.001,0.07133333333333333,0.2,0.2
2024-01-01 07:45:00,0.001,0.0,0.001,0.20366666666666663,0.0,1.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.219,0.0,0.2
2024-01-01 08:15:00,0.001,0.0,0.001,0.042,0.0,0.4
2024-01-01 08:30:00,0.001,0.0,0.001,0.042,0.0,1.6
2024-01-01 08:45:00,0.001,0.0,0.001,0.042,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.04806666666666667,0.0,0.4
2024-01-01 09:15:00,0.001,0.0,0.001,0.15766666666666668,0.0,1.6
2024-01-01 09:30:00,0.001,0.0,0.001,0.9143333333333333,0.0,0.0
2024-01-01 09:45:00,0.31741391442306527,0.0,0.001,0.5271333333333333,0.0,0.2
2024-01-01 10:00:00,0.7920347860576631,0.0,0.001,0.04806666666666667,0.0,0.4
2024-01-01 10:15:00,0.7920347860576631,0.0,0.001,0.045152997966046264,0.0,1.4
2024-01-01 10:30:00,0.7920347860576631,0.0,0.001,0.0538237423726735,0.0,0.2
2024-01-01 10:45:00,0.7920347860576631,0.0,0.001,0.1198237423726735,0.0,0.6
2024-01-01 11:00:00,0.7920347860576631,0.0,0.001,0.21115707570600684,0.0,1.8
2024-01-01 11:15:00,0.7920347860576631,0.0,0.001,0.19849040903934018,0.0,1.8
2024-01-01 11:30:00,0.7920347860576631,0.0,0.001,0.054294245423604094,0.0,3.0
2024-01-01 11:45:00,0.7920347860576631,0.0,0.001,0.055,0.0,3.0
2024-01-01 12:00:00,0.7920347860576631,0.0,0.001,0.15986666666666666,0.0,3.0
2024-01-01 12:15:00,0.7920347860576631,0.0,0.001,0.2053333333333333,0.0,3.0
2024-01-01 12:30:00,0.7920347860576631,0.0,0.001,0.2825333333333333,0.0,3.0
2024-01-01 12:45:00,0.7920347860576631,0.0,0.001,0.32966666666666666,0.0,3.0
2024-01-01 13:00:00,0.7920347860576631,0.0,0.001,0.17200000000000001,0.0,3.0
2024-01-01 13:15:00,0.21194260961537684,0.0,0.001,0.055,0.0,1.8
2024-01-01 13:30:00,0.001,0.0,0.001,0.09533333333333333,1.6,0.8
2024-01-01 13:45:00,0.001,0.0,0.001,0.176,0.0,1.6
2024-01-01 14:00:00,0.001,0.0,0.001,0.2797726625987592,0.0,3.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.3058237423726735,0.0,0.8
2024-01-01 14:30:00,0.001,0.0,0.001,0.35284260639225445,0.0,0.2
2024-01-01 14:45:00,0.001,0.0,0.001,0.2973759397255878,0.0,0.4
2024-01-01 15:00:00,0.001,0.0,0.001,0.2086426063922545,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.2871286963359374,0.0,0.2
2024-01-01 15:30:00,0.001,0.0,0.001,0.2726855306862476,0.0,1.8
2024-01-01 15:45:00,0.001,0.0,0.001,0.2898855306862476,0.0,0.4
2024-01-01 16:00:00,0.001,0.0,0.001,0.34955219735291426,0.0,1.2
2024-01-01 16:15:00,0.001,0.0,0.001,0.22308058596077715,0.0,0.2
2024-01-01 16:30:00,0.001,0.0,0.001,1.0963333333333334,0.0,0.2
2024-01-01 16:45:00,0.001,0.0,0.001,2.169310439470583,0.0,0.2
2024-01-01 17:00:00,0.001,0.0,0.001,0.6236855306862475,0.0,0.2
2024-01-01 17:15:00,0.001,0.0,0.001,0.3045521973529143,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.2750188640195809,0.0,0.4
2024-01-01 17:45:00,0.001,0.0,0.001,0.32328169430198367,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.1811341818432564,0.0,1.2
2024-01-01 18:15:00,0.001,0.0,0.001,0.841157075706007,0.0,0.6
2024-01-01 18:30:00,0.001,0.0,0.001,0.3115570757060068,0.0,1.2
2024-01-01 18:45:00,0.001,0.0,0.001,0.823557075706007,0.0,0.8
2024-01-01 19:00:00,0.001,0.0,0.001,0.34319232723147214,0.0,1.8
2024-01-01 19:15:00,0.001,0.0,0.001,0.4638237423726735,0.0,0.2
2024-01-01 19:30:00,0.001,0.0,0.001,0.30175707570600685,0.0,0.8
2024-01-01 19:45:00,0.001,0.0,0.001,0.2671759397255878,0.0,0.6
2024-01-01 20:00:00,0.001,0.0,0.001,0.32737593972558776,0.0,0.2
2024-01-01 20:15:00,0.001,0.0,0.1343270449307853,0.3854934448104721,1.6,0.0
2024-01-01 20:30:00,0.001,0.0,0.3980656350139567,0.4164032771268286,0.0,0.6
2024-01-01 20:45:00,0.001,0.0,0.7000993479286205,0.4119620204314773,0.0,0.2
2024-01-01 21:00:00,0.001,0.0,0.1361017319839218,0.4410426063922544,0.0,0.2
2024-01-01 21:15:00,0.001,0.0,0.2459531966181246,0.7271759397255878,0.0,0.4
2024-01-01 21:30:00,0.001,0.0,1.262108895437139,0.32737593972558776,0.0,1.0
