,TumbleDryer,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.2266620204314773,0.0
2024-01-01 00:15:00,0.001,0.2730759397255878,0.0
2024-01-01 00:30:00,0.001,0.40371886401958096,2.0
2024-01-01 00:45:00,0.001,0.27358553068624764,0.3333333333333333
2024-01-01 01:00:00,0.001,0.21025219735291428,0.0
2024-01-01 01:15:00,0.001,0.2204994407425647,0.0
2024-01-01 01:30:00,0.001,0.2220759397255878,0.0
2024-01-01 01:45:00,0.001,0.32340927305892114,0.0
2024-01-01 02:00:00,0.001,0.388937661666784,0.3333333333333333
2024-01-01 02:15:00,0.001,0.1905237423726735,0.3333333333333333
2024-01-01 02:30:00,0.001,0.2406844131072476,0.3333333333333333
2024-01-01 02:45:00,0.001,0.6994999999999999,0.6666666666666666
2024-01-01 03:00:00,0.001,0.29969999999999997,1.6666666666666667
2024-01-01 03:15:00,0.001,0.46436666666666665,0.3333333333333333
2024-01-01 03:30:00,0.001,0.29066666666666663,0.0
2024-01-01 03:45:00,0.001,0.0914,1.0
2024-01-01 04:00:00,0.001,0.043,1.0
2024-01-01 04:15:00,0.001,0.043,0.3333333333333333
2024-01-01 04:30:00,0.001,0.081,0.0
2024-01-01 04:45:00,0.001,0.233,0.0
2024-01-01 05:00:00,0.001,0.10633333333333334,0.0
2024-01-01 05:15:00,0.001,0.043,0.3333333333333333
2024-01-01 05:30:00,0.001,0.043,0.3333333333333333
2024-01-01 05:45:00,0.001,0.043,0.3333333333333333
2024-01-01 06:00:00,0.001,0.14433333333333334,1.0
2024-01-01 06:15:00,0.001,0.233,0.3333333333333333
2024-01-01 06:30:00,0.001,0.0534,0.0
2024-01-01 06:45:00,0.001,0.056,0.3333333333333333
2024-01-01 07:00:00,0.001,0.056,0.3333333333333333
2024-01-01 07:15:00,0.001,0.45580000000000004,1.6666666666666667
2024-01-01 07:30:00,0.001,0.2172,2.0
2024-01-01 07:45:00,0.001,0.17313333333333333,0.3333333333333333
2024-01-01 08:00:00,0.001,0.056,0.3333333333333333
2024-01-01 08:15:00,0.001,0.056,0.3333333333333333
2024-01-01 08:30:00,0.001,0.056,0.0
2024-01-01 08:45:00,0.001,0.094,0.3333333333333333
2024-01-01 09:00:00,0.001,0.23473333333333335,0.0
2024-01-01 09:15:00,0.001,0.10633333333333334,0.0
2024-01-01 09:30:00,0.001,0.043,0.3333333333333333
2024-01-01 09:45:00,0.001,0.043,0.0
2024-01-01 10:00:00,0.001,0.08333333333333333,0.3333333333333333
2024-01-01 10:15:00,0.001,0.2653333333333333,0.0
2024-01-01 10:30:00,0.001,0.3563647484745347,0.3333333333333333
2024-01-01 10:45:00,0.001,0.17669040903934016,0.6666666666666666
2024-01-01 11:00:00,0.001,0.1888237423726735,1.0
2024-01-01 11:15:00,0.001,0.11622374237267351,0.3333333333333333
2024-01-01 11:30:00,0.001,0.18385391005631702,0.0
2024-01-01 11:45:00,0.001,0.3560570757060068,0.6666666666666666
2024-01-01 12:00:00,0.001,0.31719040903934015,0.0
2024-01-01 12:15:00,0.001,0.27925707570600683,0.6666666666666666
2024-01-01 12:30:00,0.001,0.3083707444066272,1.3333333333333333
2024-01-01 12:45:00,0.001,0.33350407773996055,0.0
2024-01-01 13:00:00,0.001,0.45352374237267346,0.0
2024-01-01 13:15:00,0.001,0.6349724599020601,2.3333333333333335
2024-01-01 13:30:00,0.001,1.613609273058921,0.3333333333333333
2024-01-01 13:45:00,0.001,2.3341426063922546,0.0
2024-01-01 14:00:00,0.001,0.5197426063922544,0.3333333333333333
2024-01-01 14:15:00,0.001,0.3560759397255878,0.0
2024-01-01 14:30:00,0.001,0.45346802560136334,1.6666666666666667
2024-01-01 14:45:00,0.001,0.9340521973529142,0.3333333333333333
2024-01-01 15:00:00,0.001,0.34425219735291435,0.3333333333333333
2024-01-01 15:15:00,0.001,0.3232173991176381,0.0
2024-01-01 15:30:00,0.001,0.31270000000000003,0.3333333333333333
2024-01-01 15:45:00,0.001,0.31270000000000003,0.0
2024-01-01 16:00:00,0.001,0.4133785710391924,2.0
2024-01-01 16:15:00,0.001,0.34818553068624764,0.6666666666666666
2024-01-01 16:30:00,0.001,2.223252197352914,1.6666666666666667
2024-01-01 16:45:00,0.001,1.1565855306862474,1.6666666666666667
