,TumbleDryer,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.3967426063922545,0.0
2024-01-01 00:15:00,0.001,0.2005237423726735,0.0
2024-01-01 00:30:00,0.001,0.10101040903934018,0.0
2024-01-01 00:45:00,0.001,0.15112566056480548,0.3333333333333333
2024-01-01 01:00:00,0.001,0.23033333333333333,0.0
2024-01-01 01:15:00,0.001,0.053,0.3333333333333333
2024-01-01 01:30:00,0.001,0.11633333333333333,0.3333333333333333
2024-01-01 01:45:00,0.001,0.17966666666666667,0.0
2024-01-01 02:00:00,0.001,0.053,0.0
2024-01-01 02:15:00,0.001,0.243,1.0
2024-01-01 02:30:00,0.001,0.129,0.3333333333333333
2024-01-01 02:45:00,0.001,0.053,0.3333333333333333
2024-01-01 03:00:00,0.001,0.053,0.0
2024-01-01 03:15:00,0.001,0.15433333333333332,0.3333333333333333
2024-01-01 03:30:00,0.001,0.243,0.0
2024-01-01 03:45:00,0.001,0.21766666666666667,0.0
2024-01-01 04:00:00,0.001,0.053,0.3333333333333333
2024-01-01 04:15:00,0.001,0.053,1.0
2024-01-01 04:30:00,0.001,0.053,0.0
2024-01-01 04:45:00,0.001,0.06566666666666666,0.3333333333333333
2024-01-01 05:00:00,0.001,0.9154,0.3333333333333333
2024-01-01 05:15:00,0.001,0.16699999999999998,0.0
2024-01-01 05:30:00,0.001,0.053,0.6666666666666666
2024-01-01 05:45:00,0.001,0.053,1.0
2024-01-01 06:00:00,0.001,0.053,1.6666666666666667
2024-01-01 06:15:00,0.001,0.16699999999999998,0.0
2024-01-01 06:30:00,0.001,0.21539999999999998,0.6666666666666666
2024-01-01 06:45:00,0.001,0.24333333333333332,0.0
2024-01-01 07:00:00,0.001,0.07866666666666668,1.0
2024-01-01 07:15:00,0.001,0.066,0.6666666666666666
2024-01-01 07:30:00,0.001,0.09133333333333334,0.3333333333333333
2024-01-01 07:45:00,0.001,0.6557999999999999,0.0
2024-01-01 08:00:00,0.001,0.1106,0.3333333333333333
