,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.399518864019581,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.34325219735291435,0.0,2.3333333333333335
2024-01-01 00:30:00,0.001,0.0,0.001,0.3411487175293867,0.0,2.6666666666666665
2024-01-01 00:45:00,0.001,0.0,0.001,0.3337,2.4,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.47063333333333335,0.8,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.3107,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.3107,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.3107,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.3170059959320925,0.0,2.6666666666666665
2024-01-01 02:15:00,0.001,0.0,0.001,0.31445707570600684,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.2029637423726735,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.08049040903934017,3.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.06582374237267351,0.2,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.06582374237267351,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.056364748474534695,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.142,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.09066666666666667,2.0,1.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.054,2.0,1.6666666666666667
2024-01-01 04:45:00,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.12000000000000001,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.11266666666666666,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.054,0.0,1.6666666666666667
2024-01-01 06:45:00,0.001,0.0,0.001,0.054,0.2,2.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.098,3.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.13466666666666666,0.8,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.08433333333333333,0.0,2.6666666666666665
2024-01-01 07:45:00,0.001,0.0,0.001,0.145,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.145,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.145,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.10026666666666667,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.15666666666666668,0.0,4.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.067,1.8,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.067,1.4,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.067,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.06613333333333334,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.054,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.164,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.06866666666666667,0.0,0.3333333333333333
2024-01-01 10:45:00,0.001,0.0,0.001,0.054,0.0,2.6666666666666665
2024-01-01 11:00:00,0.001,0.0,0.001,1.151,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,3.545,2.6,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,2.4634,0.6,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.4233979850784152,0.0,1.3333333333333333
2024-01-01 12:00:00,0.001,0.0,0.001,0.24321886401958095,0.0,2.0
2024-01-01 12:15:00,0.001,0.0,0.08198752458236763,0.15008553068624764,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.22577821760524625,0.0855521973529143,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,1.1005373010781025,0.0855521973529143,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.1826653497677094,0.07082783858822096,0.0,3.3333333333333335
2024-01-01 13:15:00,0.001,0.0,0.137110304242186,0.12000000000000001,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.2502079141020956,0.2393624949151157,0.6,0.0
2024-01-01 13:45:00,0.001,0.001,0.6559089073405496,0.3225237423726735,1.0,0.0
2024-01-01 14:00:00,0.001,1.2004666666666668,0.12951676761525008,0.39019040903934016,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.2676745865142295,0.4575237423726735,0.0,0.0
2024-01-01 14:30:00,0.001,0.0008666666666666667,1.5054608076497178,0.45673549288116194,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.5942696089072896,0.4735666666666667,0.0,2.6666666666666665
2024-01-01 15:00:00,0.001,0.0,0.1653275013284842,0.40823333333333334,2.6,0.0
2024-01-01 15:15:00,0.001,0.0,0.2292796978049077,0.3188333333333333,0.6,0.0
2024-01-01 15:30:00,0.001,0.0,0.04192729592111769,0.3107,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.34225219735291434,0.0,3.0
2024-01-01 16:00:00,0.001,0.0,0.001,1.141918864019581,0.0,1.0
2024-01-01 16:15:00,0.001,0.0,0.001,2.202785530686248,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.32391886401958103,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.27702435876469333,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.3107,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,2.1497666666666664,0.0,0.0
