,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.0,0.001,0.1667,0.0
2024-01-01 00:15:00,0.0,0.001,0.1667,0.0
2024-01-01 00:30:00,0.0,0.001,0.1667,0.0
2024-01-01 00:45:00,0.0,0.001,0.25536666666666663,0.0
2024-01-01 01:00:00,0.0,0.001,0.35669999999999996,0.0
2024-01-01 01:15:00,0.0,0.001,0.17936666666666665,0.0
2024-01-01 01:30:00,0.0,0.001,0.1667,0.0
2024-01-01 01:45:00,0.0,0.001,0.6997666666666666,0.0
2024-01-01 02:00:00,0.0,0.001,0.18142435876469334,0.0
2024-01-01 02:15:00,0.0,0.001,0.22540553068624763,2.933333333333333
2024-01-01 02:30:00,0.0,0.001,0.22721886401958094,0.0
2024-01-01 02:45:00,0.0,0.001,0.0625521973529143,0.0
2024-01-01 03:00:00,0.0,0.001,0.0625521973529143,0.0
2024-01-01 03:15:00,0.0,0.001,0.0625521973529143,0.0
2024-01-01 03:30:00,0.0,0.001,0.03310347982352762,0.0
2024-01-01 03:45:00,0.0,0.001,0.19566666666666668,0.0
2024-01-01 04:00:00,0.0,0.001,0.15766666666666668,1.6
2024-01-01 04:15:00,0.0,0.001,0.030999999999999996,2.933333333333333
2024-01-01 04:30:00,0.0,0.001,0.030999999999999996,4.0
2024-01-01 04:45:00,0.0,0.001,0.030999999999999996,4.0
2024-01-01 05:00:00,0.0,0.001,0.043666666666666666,3.7333333333333334
2024-01-01 05:15:00,0.0,0.001,0.221,0.0
2024-01-01 05:30:00,0.0,0.001,0.11966666666666666,0.0
2024-01-01 05:45:00,0.0,0.001,0.030999999999999996,2.933333333333333
2024-01-01 06:00:00,0.0,0.001,0.030999999999999996,0.5333333333333333
2024-01-01 06:15:00,0.0,0.001,0.5640666666666666,0.0
2024-01-01 06:30:00,0.0,0.001,0.08166666666666668,0.0
2024-01-01 06:45:00,0.0,0.001,0.221,0.0
2024-01-01 07:00:00,0.0,0.001,0.08166666666666668,1.8666666666666667
2024-01-01 07:15:00,0.0,0.001,0.030999999999999996,1.6
