,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.3195237423726735,0.0,1.4
2024-01-01 00:15:00,0.001,0.001,0.001,0.2678771061372495,0.0,0.6
2024-01-01 00:30:00,0.001,0.001,0.001,0.9413188640195809,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.32178553068624766,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.4942521973529143,0.0,0.6
2024-01-01 01:15:00,0.001,0.001,0.001,0.8929855306862476,0.0,1.6
2024-01-01 01:30:00,0.001,0.001,0.001,0.33925219735291434,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.33513681315686095,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.4977,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.2581,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.3313666666666667,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.25903333333333334,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.15955999999999998,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.5840666666666666,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.241,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.13966666666666666,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.4105333333333333,0.0,2.2
2024-01-01 04:15:00,0.001,0.001,0.001,0.30826666666666663,0.0,0.4
2024-01-01 04:30:00,0.001,0.001,0.001,0.5840666666666666,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.051,0.0,1.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.21566666666666665,0.0,1.4
2024-01-01 05:15:00,0.001,0.001,0.001,0.165,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.09233333333333334,0.0,0.2
2024-01-01 05:45:00,0.001,0.001,0.001,0.206,0.0,2.6
2024-01-01 06:00:00,0.001,0.001,0.001,0.07166666666666667,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.051,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.001,0.19033333333333333,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.19033333333333333,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.001,0.051,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.47859999999999997,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,2.250533333333333,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,1.9192,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.29900000000000004,0.0,1.8
2024-01-01 08:15:00,0.001,0.001,0.001,0.3496666666666667,0.0,0.6
2024-01-01 08:30:00,0.001,0.001,0.001,0.185,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.001,0.3593333333333334,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.41886666666666666,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.17504257523551237,0.2698,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.5291632413106246,0.26253333333333334,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.5540378648781691,0.376,0.0,2.6
2024-01-01 10:00:00,0.001,0.001,0.16032994249522786,0.064,0.0,0.4
2024-01-01 10:15:00,0.001,0.001,0.4326330753153764,0.10533333333333333,0.0,2.2
2024-01-01 10:30:00,0.001,0.001,1.298188058297114,0.219,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.1750075079033244,0.07339999999999999,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.11103646193573567,0.11433333333333333,0.0,1.0
2024-01-01 11:15:00,0.001,0.001,0.1327319218339752,0.241,0.0,1.8
2024-01-01 11:30:00,0.001,0.001,0.001,0.16133333333333333,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.0283419891600648,0.185,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.10681042737621244,0.32966666666666666,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.23745119725150918,0.6571333333333335,0.0,0.0
2024-01-01 12:30:00,0.001,0.001,1.1517212860473274,0.22893131841174857,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.11247319452245182,0.35321886401958097,8.8,0.0
2024-01-01 13:00:00,0.001,0.001,0.252807102289962,0.13321886401958097,11.0,0.8
2024-01-01 13:15:00,0.001,0.001,0.5250463032851831,0.08255219735291432,11.0,1.6
2024-01-01 13:30:00,0.001,0.001,0.27769471884134433,0.1755521973529143,9.533333333333333,0.0
2024-01-01 13:45:00,0.001,0.001,0.10995358341106361,0.5769034798235276,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.3463290547485196,0.06366666666666666,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.2656176049756604,0.241,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.001,0.127,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.001,0.0562,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.001,0.10533333333333333,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.001,0.219,0.0,2.0
2024-01-01 15:30:00,0.001,0.001,0.001,0.4844666666666667,0.0,0.2
2024-01-01 15:45:00,0.001,0.001,0.001,0.23959999999999998,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.001,0.15233333333333332,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.001,0.11553333333333332,0.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.001,0.172,4.4,2.0
2024-01-01 16:45:00,0.001,0.001,0.001,0.31666666666666665,3.6666666666666665,0.2
2024-01-01 17:00:00,0.001,0.001,0.001,0.27817649898302316,0.0,0.0
2024-01-01 17:15:00,0.001,0.001,0.001,0.45682374237267354,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.001,0.4236904090393402,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.001,0.3058237423726735,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.001,2.5608237423726736,0.0,2.0
2024-01-01 18:15:00,0.001,0.001,0.001,2.63504316564969,0.0,0.2
2024-01-01 18:30:00,0.001,0.001,0.001,0.5724666666666667,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.001,0.43366666666666664,0.0,2.6
2024-01-01 19:00:00,0.001,0.001,0.001,0.37584377280391623,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.001,0.225218864019581,0.0,0.8
2024-01-01 19:30:00,0.001,0.001,0.001,0.2989601114771388,0.0,1.2
2024-01-01 19:45:00,0.001,0.001,0.001,1.0327759397255878,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.001,1.1464426063922546,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.001,0.5803759397255878,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.001,1.0952953537648107,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.001,0.7976237423726735,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.001,0.28881285884969493,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.001,0.33737593972558777,0.0,2.4
2024-01-01 21:30:00,0.001,0.001,0.001,1.1280426063922546,0.0,0.6
2024-01-01 21:45:00,0.001,0.001,0.001,0.6067092730589211,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.001,0.6483759397255877,0.0,2.4
2024-01-01 22:15:00,0.001,0.001,0.001,0.4710426063922544,0.0,0.0
2024-01-01 22:30:00,0.001,0.001,0.001,0.37770927305892116,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.001,0.4422426063922545,0.0,0.0
2024-01-01 23:00:00,0.001,0.001,0.001,0.5513759397255877,0.0,0.0
2024-01-01 23:15:00,0.001,0.001,0.001,0.5729562750928747,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.001,0.46123852865229387,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.001,0.2533759397255878,0.0,1.6
2024-01-02 00:00:00,0.001,0.001,0.001,0.15680579323539354,0.0,1.2
2024-01-02 00:15:00,0.001,0.001,0.001,0.18117795464717254,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.001,0.3787092730589211,0.0,1.4
