,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.2301208789411657,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.41702,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.5737000000000001,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.5090333333333333,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.2907,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.2825666666666667,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.1687,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.21003333333333335,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.5137,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.3217,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.1687,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.1687,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.1687,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.25908666666666663,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.28833333333333333,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.17233333333333334,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.033,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.033,0.0,1.7333333333333334
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.126,0.0,1.3333333333333333
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.188,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.147,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.21033333333333334,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.033,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.07433333333333333,0.0,0.9333333333333333
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.188,1.4666666666666666,1.2
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.08466666666666667,11.0,0.6666666666666666
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.109,6.6,0.4
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.223,0.0,1.3333333333333333
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.058333333333333334,0.0,2.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.17766666666666667,0.0,2.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.13633333333333333,0.0,1.8666666666666667
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.033,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.071,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.6228,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.18933333333333333,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.188,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.033,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.033,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.033,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.001,0.2643333333333333,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.001,0.28933333333333333,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.001,0.08466666666666667,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.001,0.033,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,0.001,0.033,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.0,0.001,0.033,0.0,0.4
2024-01-01 11:15:00,0.001,0.001,0.0,0.001,0.42232000000000003,0.0,1.8666666666666667
2024-01-01 11:30:00,0.001,0.001,0.0,0.001,0.31074666666666667,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,0.046,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.046,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.05020695964705524,0.0,0.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.23881886401958094,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.45455219735291424,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.3628855306862476,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.28497886401958095,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.4369417578823314,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.4207666666666666,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.44569999999999993,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.41836666666666666,8.066666666666666,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.4237666666666666,7.333333333333333,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.19403333333333334,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.1687,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.3133666666666667,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.35336666666666666,0.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.001,0.32870000000000005,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.001,0.4807,0.0,0.8
2024-01-01 16:15:00,0.001,0.001,0.0,0.001,0.35403333333333337,0.0,1.4666666666666666
2024-01-01 16:30:00,0.001,0.001,0.0,0.001,0.3837,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.001,0.3969,0.0,0.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.001,0.1687,0.0,0.0
2024-01-01 17:15:00,0.001,0.001,0.0,0.001,0.28163333333333335,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.0,0.001,0.5160701464901943,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.001,0.5989188640195809,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.001,0.6413055306862477,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.001,0.3921788640195809,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.0,0.001,0.1995521973529143,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.0,0.001,0.6688069596470552,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.0,0.001,0.42973333333333336,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.0,0.001,0.56,0.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.0,0.001,0.46765333333333337,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.0,0.001,0.276,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.0,0.001,0.276,0.0,0.0
