,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.3408855306862476,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.39055219735291424,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.3239521973529143,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.15517014649019428,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.175,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.30933333333333335,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.25766666666666665,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.251,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.4982666666666667,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.42073333333333335,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.7214000000000002,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.13666666666666666,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.054,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.10466666666666667,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.24400000000000002,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.28966666666666663,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.13666666666666666,0.0,1.0
2024-01-01 04:15:00,0.001,0.0,0.054,0.0,0.3333333333333333
2024-01-01 04:30:00,0.001,0.0,0.054,0.0,2.0
2024-01-01 04:45:00,0.001,0.0,0.07933333333333333,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.37833333333333335,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.26333333333333336,0.0,5.0
2024-01-01 05:30:00,0.001,0.0,0.054,0.0,5.0
2024-01-01 05:45:00,0.001,0.0,0.054,0.0,5.0
2024-01-01 06:00:00,0.001,0.0,0.054,0.0,5.0
2024-01-01 06:15:00,0.001,0.0,0.18833333333333332,0.0,1.0
2024-01-01 06:30:00,0.001,0.0,0.3266666666666667,0.0,3.0
2024-01-01 06:45:00,0.001,0.0,0.206,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.054,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.054,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.18833333333333332,0.0,3.6666666666666665
2024-01-01 07:45:00,0.001,0.0,0.13666666666666666,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.21866666666666665,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.2313333333333333,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.054,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.18833333333333332,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.13666666666666666,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,1.8132666666666666,0.0,1.6666666666666667
2024-01-01 09:30:00,0.001,0.0,0.5132,0.0,1.6666666666666667
2024-01-01 09:45:00,0.001,0.0,0.24400000000000002,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.20099999999999998,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.20926666666666666,5.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.2202333333333333,11.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.3107,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.42469999999999997,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.6350333333333334,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.39103333333333334,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.18969999999999995,0.0,3.3333333333333335
2024-01-01 12:00:00,0.001,0.0,0.6540333333333332,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.7104999999999999,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,1.0667666666666666,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.5928256605648056,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.3858570757060068,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.26605707570600684,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.32173549288116193,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.4450333333333333,0.0,0.0
2024-01-01 14:00:00,0.11525299393937072,0.0,0.5696333333333333,2.0,0.0
2024-01-01 14:15:00,1.6984739823927635,0.0,0.6238034798235276,4.0,0.0
2024-01-01 14:30:00,1.9571921555028464,0.0,0.45311886401958096,0.0,0.0
2024-01-01 14:45:00,1.9777871676156922,0.0,0.7550521973529143,0.0,1.6666666666666667
2024-01-01 15:00:00,0.25713649095347313,0.0,0.5006210235674096,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,1.1063292730589211,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.27817593972558785,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.3477023134118659,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.3323759397255878,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.3487680256013633,0.0,3.3333333333333335
2024-01-01 16:30:00,0.001,0.0,0.3275759397255878,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.3523759397255878,5.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.3947759397255878,2.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.4213759397255878,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.49464260639225444,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.18810927305892114,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.07213418184325637,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.06582374237267351,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.06582374237267351,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.42589040903934017,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.47483766166678393,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.33937593972558777,0.0,0.3333333333333333
2024-01-01 19:30:00,0.001,0.0,0.34047378017775914,0.0,3.0
2024-01-01 19:45:00,0.001,0.0,0.34055219735291425,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.6200445245843864,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.6975008485099231,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.6794170757060068,0.0,0.0
2024-01-01 20:45:00,0.001,0.0,0.47960055552953446,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.6609426063922546,0.0,0.0
2024-01-01 21:15:00,0.001,0.0,0.6216759397255879,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.4367426063922545,0.0,0.0
2024-01-01 21:45:00,0.001,0.0,0.48074260639225447,0.0,0.0
2024-01-01 22:00:00,0.001,0.0,0.6408759397255878,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.5004092730589211,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.6070445245843864,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,1.6007376616667839,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.8748759397255879,0.0,0.0
2024-01-01 23:15:00,0.001,0.0,0.5764092730589211,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.6166759397255878,0.0,0.0
2024-01-01 23:45:00,0.001,0.0,0.5390759397255879,0.0,0.0
2024-01-02 00:00:00,0.001,0.0,0.4011554173451584,0.0,0.0
2024-01-02 00:15:00,0.001,0.0,0.18969999999999995,0.0,0.0
2024-01-02 00:30:00,0.001,0.0,0.18969999999999995,0.0,0.0
2024-01-02 00:45:00,0.001,0.0,0.2657,0.0,0.0
2024-01-02 01:00:00,0.001,0.0,0.5140333333333333,0.0,0.0
2024-01-02 01:15:00,0.001,0.0,0.34836666666666666,0.0,0.0
2024-01-02 01:30:00,0.001,0.0,0.18969999999999995,0.0,0.0
2024-01-02 01:45:00,0.001,0.0,0.18969999999999995,0.0,0.0
2024-01-02 02:00:00,0.001,0.0,0.09018666666666666,0.0,0.0
2024-01-02 02:15:00,0.001,0.0,0.239,0.0,0.0
2024-01-02 02:30:00,0.001,0.0,0.3266666666666667,0.0,0.0
2024-01-02 02:45:00,0.001,0.0,0.15533333333333335,0.0,0.0
2024-01-02 03:00:00,0.001,0.0,0.054,0.0,0.0
2024-01-02 03:15:00,0.001,0.0,0.4538,0.0,0.0
2024-01-02 03:30:00,0.001,0.0,0.5881333333333334,0.0,0.0
2024-01-02 03:45:00,0.001,0.0,0.2952666666666667,0.0,0.0
2024-01-02 04:00:00,0.001,0.0,0.24400000000000002,0.0,0.0
2024-01-02 04:15:00,0.001,0.0,0.18066666666666667,0.0,0.0
2024-01-02 04:30:00,0.001,0.0,0.054,0.0,2.0
2024-01-02 04:45:00,0.001,0.0,0.18833333333333332,0.0,2.0
2024-01-02 05:00:00,0.001,0.0,0.13666666666666666,0.0,0.0
2024-01-02 05:15:00,0.001,0.0,0.054,0.0,0.0
2024-01-02 05:30:00,0.001,0.0,0.24400000000000002,0.0,3.6666666666666665
2024-01-02 05:45:00,0.001,0.0,0.6058,0.0,0.0
2024-01-02 06:00:00,0.001,0.0,0.18833333333333332,0.0,0.0
2024-01-02 06:15:00,0.001,0.0,0.6697333333333334,0.0,0.0
2024-01-02 06:30:00,0.001,0.0,0.5870666666666666,0.0,0.0
2024-01-02 06:45:00,0.001,0.0,0.054,0.0,0.0
2024-01-02 07:00:00,0.001,0.0,0.21866666666666665,0.0,0.0
2024-01-02 07:15:00,0.001,0.0,0.3656666666666667,2.0,0.0
2024-01-02 07:30:00,0.001,0.0,0.13666666666666666,15.0,0.0
2024-01-02 07:45:00,0.001,0.0,0.054,10.0,0.0
2024-01-02 08:00:00,0.001,0.0,0.054,0.0,0.0
2024-01-02 08:15:00,0.001,0.0,0.054,0.0,0.0
2024-01-02 08:30:00,0.001,0.0,0.32766666666666666,0.0,0.0
2024-01-02 08:45:00,0.001,0.0,0.3266666666666667,0.0,3.3333333333333335
2024-01-02 09:00:00,0.001,0.0,0.06666666666666667,0.0,0.0
2024-01-02 09:15:00,0.001,0.0,0.054,0.0,0.0
2024-01-02 09:30:00,0.001,0.0,0.06582374237267351,0.0,0.0
2024-01-02 09:45:00,0.001,0.0,0.20015707570600685,0.0,0.0
2024-01-02 10:00:00,0.001,0.0,0.795557075706007,0.0,0.0
2024-01-02 10:15:00,0.001,0.0,0.2558237423726735,0.0,0.0
2024-01-02 10:30:00,0.001,0.0,0.10382374237267351,0.0,0.0
2024-01-02 10:45:00,0.001,0.0,0.0587294969490694,0.0,0.0
2024-01-02 11:00:00,0.001,0.0,0.18833333333333332,0.0,0.0
2024-01-02 11:15:00,0.001,0.0,0.13666666666666666,0.0,0.0
2024-01-02 11:30:00,0.001,0.0,0.14266666666666666,0.0,0.0
2024-01-02 11:45:00,0.001,0.0,0.24400000000000002,0.0,0.0
2024-01-02 12:00:00,0.001,0.0,0.11733333333333333,0.0,0.0
2024-01-02 12:15:00,0.001,0.0,0.18833333333333332,0.0,0.0
2024-01-02 12:30:00,0.001,0.0,0.13666666666666666,0.0,3.3333333333333335
2024-01-02 12:45:00,0.001,0.0,0.054,0.0,0.0
2024-01-02 13:00:00,0.001,0.0,0.11733333333333333,0.0,0.0
2024-01-02 13:15:00,0.001,0.0,0.25093333333333334,0.0,0.0
2024-01-02 13:30:00,0.001,1.2003333333333333,0.3626,0.0,0.0
2024-01-02 13:45:00,0.001,1.8002,0.2706666666666667,0.0,0.0
2024-01-02 14:00:00,0.001,1.3504,0.188,0.0,0.0
2024-01-02 14:15:00,0.001,0.30086666666666667,0.188,0.0,0.0
