,TumbleDryer,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.2153759397255878,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.2153759397255878,0.0,2.0
2024-01-01 00:30:00,0.001,0.0,0.11050927305892115,0.0,2.6
2024-01-01 00:45:00,0.001,0.0,0.25203549288116195,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.089,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.09939999999999999,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.5718,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.172,0.0,2.4
2024-01-01 02:00:00,0.001,0.0,0.172,0.0,0.6
2024-01-01 02:15:00,0.001,0.0,0.2906,0.0,1.8
2024-01-01 02:30:00,0.001,0.0,0.15233333333333332,0.0,1.8
2024-01-01 02:45:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.11433333333333333,1.6,0.0
2024-01-01 04:00:00,0.001,0.0,0.21566666666666665,0.8,0.0
2024-01-01 04:15:00,0.001,0.0,0.051,0.26666666666666666,0.0
2024-01-01 04:30:00,0.001,0.0,0.051,4.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.051,4.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.051,0.5333333333333333,0.0
2024-01-01 05:15:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.241,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.089,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.17766666666666667,1.3333333333333333,0.0
2024-01-01 07:15:00,0.001,0.0,0.15233333333333332,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.11433333333333333,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.21566666666666665,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.051,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.051,0.0,2.0
