,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.07714,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.164,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.20199999999999999,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.18933333333333333,0.0,1.8
2024-01-01 02:45:00,0.001,0.0,0.17666666666666667,0.0,1.2
2024-01-01 03:00:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.21466666666666664,0.0,0.2
2024-01-01 04:15:00,0.001,0.0,0.15133333333333335,0.0,0.8
2024-01-01 04:30:00,0.001,0.0,0.05,7.0,1.4
2024-01-01 04:45:00,0.001,0.0,0.05,7.0,3.0
2024-01-01 05:00:00,0.001,0.0,0.05,5.133333333333334,0.4
2024-01-01 05:15:00,0.001,0.0,0.05,0.0,1.4
2024-01-01 05:30:00,0.001,0.0,0.23999999999999996,0.0,2.4
2024-01-01 05:45:00,0.001,0.0,0.126,0.0,0.4
2024-01-01 06:00:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.5830666666666667,0.0,0.2
2024-01-01 06:30:00,0.001,0.0,0.05,0.0,3.0
2024-01-01 06:45:00,0.001,0.0,0.07533333333333332,0.0,1.0
2024-01-01 07:00:00,0.001,0.0,0.23999999999999996,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.10066666666666667,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.050866666666666664,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.11366666666666667,0.0,0.2
