,WasherDryer,TumbleDryer,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.001,0.32037593972558776,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.20637593972558782,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.20006550025500497,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.315313109443185,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.42455219735291433,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.3592188640195809,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.19455219735291432,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.1514208789411657,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.6346158282484491,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.28482374237267355,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.5206904090393402,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.2124237423726735,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.0538237423726735,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.04357649898302314,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.7450666666666668,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.30433333333333334,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.11800000000000001,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.042,0.0,1.7333333333333334
2024-01-01 04:30:00,0.001,0.001,0.042,0.0,0.6666666666666666
2024-01-01 04:45:00,0.001,0.001,0.12466666666666668,0.0,2.0
2024-01-01 05:00:00,0.001,0.001,0.341,0.0,2.0
2024-01-01 05:15:00,0.001,0.001,0.7017333333333333,0.0,2.0
2024-01-01 05:30:00,0.001,0.001,0.44179999999999997,2.2,2.0
2024-01-01 05:45:00,0.001,0.001,0.042,0.0,2.0
2024-01-01 06:00:00,0.001,0.001,0.06266666666666668,0.0,2.0
2024-01-01 06:15:00,0.001,0.001,0.311,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.26066666666666666,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.042,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.6188,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.33533333333333337,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.08000000000000002,0.0,0.4
2024-01-01 08:15:00,0.001,0.001,0.042,0.0,2.0
2024-01-01 08:30:00,0.001,0.001,0.4134,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.3606,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.508,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.26199999999999996,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.16106666666666666,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.133,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.1382,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.44266666666666665,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.3030666666666667,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.055,0.0,0.5333333333333333
2024-01-01 11:00:00,0.001,0.001,0.06766666666666667,0.0,1.7333333333333334
2024-01-01 11:15:00,0.001,0.001,0.176,8.066666666666666,0.0
2024-01-01 11:30:00,0.001,0.6286846602752406,0.36000000000000004,0.7333333333333333,0.0
2024-01-01 11:45:00,0.001,1.8289432008376663,0.9001333333333333,0.0,0.0
2024-01-01 12:00:00,0.001,1.97400812164362,0.17678824949151156,0.0,0.0
2024-01-01 12:15:00,0.001,1.9410712157733687,0.13942374237267352,0.0,0.0
2024-01-01 12:30:00,0.001,0.6673183812687167,0.062490409039340174,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.12515707570600684,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.9318904090393403,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.13794124745755781,1.4666666666666666,0.0
2024-01-01 13:30:00,0.001,0.001,0.04831043947058287,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.07355219735291431,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.10581886401958097,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.49821886401958093,0.0,0.9333333333333333
2024-01-01 14:30:00,0.001,0.001,0.39921886401958095,0.0,0.6666666666666666
2024-01-01 14:45:00,0.001,0.001,0.17141391929411048,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.163,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.2962666666666667,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.7538,0.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.47,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.07653333333333334,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.1795215828248449,0.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.4666237423726735,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.15549040903934017,0.0,1.4666666666666666
2024-01-01 17:00:00,0.001,0.001,0.40149040903934013,0.0,0.8
2024-01-01 17:15:00,0.001,0.001,0.1518237423726735,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.1590040777399606,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.1748237423726735,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.2317550607844221,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.47904260639225443,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.9347445245843865,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.07355219735291431,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.14615219735291432,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.18403479823527621,0.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.3631034798235276,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,1.0084426063922545,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.6475092730589211,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.20637593972558782,0.0,1.3333333333333333
2024-01-01 20:30:00,0.001,0.001,0.20637593972558782,0.0,0.9333333333333333
2024-01-01 20:45:00,0.001,0.001,0.33304260639225447,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.48260579323539343,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.2781570757060069,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.1911640353530621,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.2193759397255878,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.2953759397255878,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,0.4610426063922545,0.0,0.0
2024-01-01 22:30:00,0.001,0.001,0.3910385286522938,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.20981886401958097,0.0,0.0
2024-01-01 23:00:00,0.001,0.001,0.1974049447254705,0.0,0.0
2024-01-01 23:15:00,0.001,0.001,0.21988553068624764,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.3845521973529143,0.0,0.0
